ds,y
2021-05-10,366161.0
2021-05-11,329942.0
2021-05-12,348421.0
2021-05-13,362727.0
2021-05-14,343144.0
2021-05-15,326098.0
2021-05-16,311170.0
2021-05-17,281386.0
2021-05-18,263533.0
2021-05-19,267334.0
2021-05-20,276110.0
2021-05-21,259551.0
2021-05-22,257299.0
2021-05-23,240842.0
2021-05-24,222315.0
2021-05-25,196427.0
2021-05-26,208921.0
2021-05-27,211298.0
2021-05-28,186364.0
2021-05-29,173790.0
2021-05-30,165553.0
2021-05-31,152734.0
2021-06-01,127510.0
2021-06-02,132788.0
2021-06-03,134154.0
2021-06-04,132364.0
2021-06-05,120529.0
2021-06-06,114460.0
2021-06-07,100636.0
2021-06-08,86498.0
2021-06-09,92596.0
2021-06-10,94052.0
2021-06-11,91702.0
2021-06-12,84332.0
2021-06-13,80834.0
2021-06-14,70421.0
2021-06-15,60471.0
2021-06-16,62224.0
2021-06-17,67208.0
2021-06-18,62480.0
2021-06-19,60753.0
2021-06-20,58419.0
2021-06-21,53256.0
2021-06-22,42640.0
2021-06-23,50848.0
2021-06-24,54069.0
2021-06-25,51667.0
2021-06-26,48698.0
2021-06-27,50040.0
2021-06-28,46148.0
2021-06-29,37566.0
2021-06-30,45951.0
2021-07-01,48786.0
2021-07-02,46617.0
2021-07-03,44111.0
2021-07-04,43071.0
2021-07-05,39796.0
2021-07-06,34703.0
2021-07-07,43733.0
2021-07-08,45892.0
2021-07-09,43393.0
2021-07-10,42766.0
2021-07-11,41506.0
2021-07-12,37154.0
2021-07-13,32906.0
2021-07-14,38792.0
2021-07-15,41806.0
2021-07-16,38949.0
2021-07-17,38079.0
2021-07-18,41157.0
2021-07-19,38164.0
2021-07-20,30093.0
2021-07-21,42015.0
2021-07-22,41383.0
2021-07-23,35342.0
2021-07-24,39097.0
2021-07-25,39742.0
2021-07-26,39361.0
2021-07-27,29689.0
2021-07-28,43654.0
2021-07-29,43509.0
2021-07-30,44230.0
2021-07-31,41649.0
2021-08-01,41831.0
2021-08-02,40134.0
2021-08-03,30549.0
2021-08-04,42625.0
2021-08-05,42982.0
2021-08-06,44643.0
2021-08-07,38628.0
2021-08-08,39070.0
2021-08-09,35499.0
2021-08-10,28204.0
2021-08-11,38353.0
2021-08-12,41195.0
2021-08-13,40120.0
2021-08-14,38667.0
2021-08-15,36083.0
2021-08-16,32937.0
2021-08-17,25166.0
2021-08-18,35178.0
2021-08-19,36401.0
2021-08-20,36571.0
2021-08-21,34457.0
2021-08-22,30948.0
2021-08-23,25072.0
2021-08-24,25467.0
2021-08-25,37593.0
2021-08-26,46164.0
2021-08-27,44658.0
2021-08-28,46759.0
2021-08-29,45083.0
2021-08-30,42909.0
2021-08-31,30941.0
2021-09-01,41965.0
2021-09-02,47092.0
2021-09-03,45352.0
2021-09-04,42618.0
2021-09-05,42766.0
2021-09-06,38948.0
2021-09-07,31222.0
2021-09-08,37875.0
2021-09-09,43263.0
2021-09-10,34973.0
2021-09-11,33376.0
2021-09-12,28591.0
2021-09-13,27254.0
2021-09-14,25404.0
2021-09-15,27176.0
2021-09-16,30570.0
2021-09-17,34403.0
2021-09-18,35662.0
2021-09-19,30773.0
2021-09-20,30256.0
2021-09-21,26115.0
2021-09-22,26964.0
2021-09-23,31923.0
2021-09-24,31382.0
2021-09-25,29616.0
2021-09-26,28326.0
2021-09-27,26041.0
2021-09-28,18795.0
2021-09-29,18870.0
2021-09-30,23529.0
2021-10-01,26727.0
2021-10-02,24354.0
2021-10-03,22842.0
2021-10-04,20799.0
2021-10-05,18346.0
2021-10-06,18833.0
2021-10-07,22431.0
2021-10-08,21257.0
2021-10-09,19740.0
2021-10-10,18166.0
2021-10-11,18132.0
2021-10-12,14313.0
2021-10-13,15823.0
2021-10-14,18987.0
2021-10-15,16862.0
2021-10-16,15981.0
2021-10-17,14146.0
2021-10-18,13596.0
2021-10-19,13058.0
2021-10-20,14623.0
2021-10-21,18454.0
2021-10-22,15786.0
2021-10-23,16326.0
2021-10-24,15906.0
2021-10-25,14306.0
2021-10-26,12428.0
2021-10-27,13451.0
2021-10-28,16156.0
2021-10-29,14348.0
2021-10-30,14313.0
2021-10-31,12830.0
2021-11-01,12514.0
2021-11-02,10423.0
2021-11-03,11903.0
2021-11-04,12885.0
2021-11-05,12729.0
2021-11-06,10929.0
2021-11-07,10853.0
2021-11-08,11451.0
2021-11-09,10126.0
2021-11-10,11466.0
2021-11-11,13091.0
2021-11-12,12516.0
2021-11-13,11850.0
2021-11-14,11271.0
2021-11-15,10229.0
2021-11-16,8865.0
2021-11-17,10197.0
2021-11-18,11919.0
2021-11-19,11106.0
2021-11-20,10302.0
2021-11-21,10488.0
2021-11-22,8488.0
2021-11-23,7579.0
2021-11-24,9283.0
2021-11-25,9119.0
2021-11-26,10549.0
2021-11-27,8318.0
2021-11-28,8774.0
2021-11-29,8309.0
2021-11-30,6990.0
2021-12-01,8954.0
2021-12-02,9765.0
2021-12-03,9216.0
2021-12-04,8603.0
2021-12-05,8895.0
2021-12-06,8306.0
2021-12-07,6822.0
2021-12-08,8439.0
2021-12-09,9419.0
2021-12-10,8503.0
2021-12-11,7992.0
2021-12-12,7774.0
2021-12-13,7350.0
2021-12-14,5784.0
2021-12-15,6984.0
2021-12-16,7974.0
2021-12-17,7447.0
2021-12-18,7145.0
2021-12-19,7081.0
2021-12-20,6563.0
2021-12-21,5326.0
2021-12-22,6317.0
2021-12-23,7495.0
2021-12-24,6650.0
2021-12-25,7189.0
2021-12-26,6987.0
2021-12-27,6531.0
2021-12-28,6358.0
2021-12-29,9195.0
2021-12-30,13154.0
2021-12-31,16764.0
2022-01-01,22775.0
2022-01-02,27553.0
2022-01-03,33750.0
2022-01-04,37379.0
2022-01-05,58097.0
2022-01-06,90928.0
2022-01-07,117100.0
2022-01-08,141986.0
2022-01-09,159632.0
2022-01-10,179723.0
2022-01-11,168063.0
2022-01-12,194720.0
2022-01-13,247417.0
2022-01-14,264202.0
2022-01-15,268833.0
2022-01-16,271202.0
2022-01-17,258089.0
2022-01-18,238018.0
2022-01-19,282970.0
2022-01-20,317532.0
2022-01-21,347254.0
2022-01-22,337704.0
2022-01-23,333533.0
2022-01-24,306064.0
2022-01-25,255874.0
2022-01-26,285914.0
2022-01-27,286384.0
2022-01-28,251209.0
2022-01-29,235532.0
2022-01-30,234281.0
2022-01-31,209918.0
2022-02-01,167059.0
2022-02-02,161386.0
2022-02-03,172433.0
2022-02-04,149394.0
2022-02-05,127952.0
2022-02-06,107474.0
2022-02-07,83876.0
2022-02-08,67597.0
2022-02-09,71365.0
2022-02-10,67084.0
2022-02-11,58077.0
2022-02-12,50407.0
2022-02-13,44877.0
2022-02-14,34113.0
2022-02-15,27409.0
2022-02-16,30615.0
2022-02-17,30757.0
2022-02-18,25920.0
2022-02-19,22270.0
2022-02-20,19968.0
2022-02-21,16051.0
2022-02-22,13405.0
2022-02-23,15102.0
2022-02-24,14148.0
2022-02-25,13166.0
2022-02-26,11499.0
2022-02-27,10273.0
2022-02-28,8013.0
2022-03-01,6915.0
2022-03-02,7554.0
2022-03-03,6561.0
2022-03-04,6396.0
2022-03-05,5921.0
2022-03-06,5476.0
2022-03-07,4362.0
2022-03-08,3993.0
2022-03-09,4575.0
2022-03-10,4184.0
2022-03-11,4194.0
2022-03-12,3614.0
2022-03-13,3116.0
2022-03-14,2503.0
2022-03-15,2568.0
2022-03-16,2876.0
2022-03-17,2539.0
2022-03-18,2528.0
2022-03-19,2075.0
2022-03-20,1761.0
2022-03-21,1549.0
2022-03-22,1581.0
2022-03-23,1778.0
2022-03-24,1938.0
2022-03-25,1685.0
2022-03-26,1660.0
2022-03-27,1421.0
2022-03-28,1270.0
2022-03-29,1259.0
2022-03-30,1233.0
2022-03-31,1225.0
2022-04-01,1335.0
2022-04-02,1260.0
2022-04-03,1096.0
2022-04-04,913.0
2022-04-05,795.0
2022-04-06,1086.0
2022-04-07,1033.0
2022-04-08,1109.0
2022-04-09,1150.0
2022-04-10,1054.0
2022-04-11,861.0
2022-04-12,796.0
2022-04-13,1088.0
2022-04-14,1007.0
2022-04-15,949.0
2022-04-16,975.0
2022-04-17,1150.0
2022-04-18,2183.0
2022-04-19,1247.0
2022-04-20,2067.0
2022-04-21,2380.0
2022-04-22,2451.0
2022-04-23,2527.0
2022-04-24,2593.0
2022-04-25,2541.0
2022-04-26,2483.0
2022-04-27,2927.0
2022-04-28,3303.0
2022-04-29,3377.0
2022-04-30,3688.0
2022-05-01,3324.0
2022-05-02,3157.0
2022-05-03,2568.0
2022-05-04,3205.0
2022-05-05,3275.0
2022-05-06,3545.0
2022-05-07,3805.0
2022-05-08,3451.0
2022-05-09,3207.0
2022-05-10,2288.0
2022-05-11,2897.0
2022-05-12,2827.0
2022-05-13,2841.0
2022-05-14,2858.0
2022-05-15,2487.0
2022-05-16,2202.0
2022-05-17,1569.0
2022-05-18,1829.0
2022-05-19,2364.0
2022-05-20,2259.0
2022-05-21,2323.0
2022-05-22,2226.0
2022-05-23,2022.0
2022-05-24,1675.0
2022-05-25,2124.0
2022-05-26,2628.0
2022-05-27,2710.0
2022-05-28,2685.0
2022-05-29,2828.0
2022-05-30,2706.0
2022-05-31,2338.0
2022-06-01,2745.0
2022-06-02,3712.0
2022-06-03,4041.0
2022-06-04,3962.0
2022-06-05,4270.0
2022-06-06,4518.0
2022-06-07,3714.0
2022-06-08,5233.0
2022-06-09,7240.0
2022-06-10,7584.0
2022-06-11,8329.0
2022-06-12,8582.0
2022-06-13,8084.0
2022-06-14,6594.0
2022-06-15,8822.0
2022-06-16,12213.0
2022-06-17,12847.0
2022-06-18,13216.0
2022-06-19,12899.0
2022-06-20,12781.0
2022-06-21,9923.0
2022-06-22,12249.0
2022-06-23,13313.0
2022-06-24,17336.0
2022-06-25,15940.0
2022-06-26,11739.0
2022-06-27,17073.0
2022-06-28,11793.0
2022-06-29,14506.0
2022-06-30,18819.0
2022-07-01,17070.0
2022-07-02,17092.0
2022-07-03,16103.0
2022-07-04,16135.0
2022-07-05,13086.0
2022-07-06,16159.0
2022-07-07,18930.0
2022-07-08,18815.0
2022-07-09,18840.0
2022-07-10,18257.0
2022-07-11,16678.0
2022-07-12,13615.0
2022-07-13,16906.0
2022-07-14,20139.0
2022-07-15,20038.0
2022-07-16,20044.0
2022-07-17,20528.0
2022-07-18,16935.0
2022-07-19,15528.0
2022-07-20,20557.0
2022-07-21,21566.0
2022-07-22,21880.0
2022-07-23,21411.0
2022-07-24,20279.0
2022-07-25,16866.0
2022-07-26,14830.0
2022-07-27,18313.0
2022-07-28,20557.0
2022-07-29,20409.0
2022-07-30,20408.0
2022-07-31,19673.0
2022-08-01,16464.0
2022-08-02,13734.0
2022-08-03,17135.0
2022-08-04,19893.0
2022-08-05,20551.0
2022-08-06,19406.0
2022-08-07,18738.0
2022-08-08,16167.0
2022-08-09,12751.0
2022-08-10,16047.0
2022-08-11,16299.0
2022-08-12,16561.0
2022-08-13,15815.0
2022-08-14,14092.0
2022-08-15,14917.0
2022-08-16,8813.0
2022-08-17,9062.0
2022-08-18,12608.0
2022-08-19,15754.0
2022-08-20,13272.0
2022-08-21,11539.0
2022-08-22,9531.0
2022-08-23,8586.0
2022-08-24,10649.0
2022-08-25,10725.0
2022-08-26,10256.0
2022-08-27,9520.0
2022-08-28,9436.0
2022-08-29,7591.0
2022-08-30,5439.0
2022-08-31,7231.0
2022-09-01,7946.0
2022-09-02,6168.0
2022-09-03,7211.0
2022-09-04,6817.0
2022-09-05,5910.0
2022-09-06,4417.0
2022-09-07,5379.0
2022-09-08,6395.0
2022-09-09,6093.0
2022-09-10,5554.0
2022-09-11,5076.0
2022-09-12,5221.0
2022-09-13,4369.0
2022-09-14,5108.0
2022-09-15,6422.0
2022-09-16,6298.0
2022-09-17,5747.0
2022-09-18,5664.0
2022-09-19,4858.0
2022-09-20,4043.0
2022-09-21,4510.0
2022-09-22,5443.0
2022-09-23,5383.0
2022-09-24,4912.0
2022-09-25,4777.0
2022-09-26,4129.0
2022-09-27,3230.0
2022-09-28,3615.0
2022-09-29,4272.0
2022-09-30,3947.0
2022-10-01,3805.0
2022-10-02,3375.0
2022-10-03,3011.0
2022-10-04,1968.0
2022-10-05,2468.0
2022-10-06,2529.0
2022-10-07,1997.0
2022-10-08,2797.0
2022-10-09,2756.0
2022-10-10,2424.0
2022-10-11,1957.0
2022-10-12,2139.0
2022-10-13,2786.0
2022-10-14,2678.0
2022-10-15,2430.0
2022-10-16,2401.0
2022-10-17,2060.0
2022-10-18,1542.0
2022-10-19,1946.0
2022-10-20,2141.0
2022-10-21,2119.0
2022-10-22,2112.0
2022-10-23,1994.0
2022-10-24,1334.0
2022-10-25,862.0
2022-10-26,830.0
2022-10-27,1112.0
2022-10-28,2208.0
2022-10-29,1574.0
2022-10-30,1604.0
2022-10-31,1326.0
2022-11-01,1046.0
2022-11-02,1190.0
2022-11-03,1321.0
2022-11-04,1216.0
2022-11-05,1082.0
2022-11-06,1132.0
2022-11-07,937.0
2022-11-08,625.0
2022-11-09,811.0
2022-11-10,1016.0
2022-11-11,842.0
2022-11-12,833.0
2022-11-13,734.0
2022-11-14,547.0
2022-11-15,0.0
2022-11-16,501.0
2022-11-17,635.0
2022-11-18,656.0
2022-11-19,556.0
2022-11-20,492.0
2022-11-21,406.0
2022-11-22,294.0
2022-11-23,360.0
2022-11-24,408.0
2022-11-25,347.0
2022-11-26,389.0
2022-11-27,343.0
2022-11-28,291.0
2022-11-29,215.0
2022-11-30,279.0
2022-12-01,291.0
2022-12-02,275.0
2022-12-03,253.0
2022-12-04,226.0
2022-12-05,226.0
2022-12-06,165.0
2022-12-07,166.0
2022-12-08,241.0
2022-12-09,249.0
2022-12-10,210.0
2022-12-11,173.0
2022-12-12,159.0
2022-12-13,114.0
2022-12-14,152.0
2022-12-15,200.0
2022-12-16,162.0
2022-12-17,167.0
2022-12-18,176.0
2022-12-19,135.0
2022-12-20,112.0
2022-12-21,131.0
2022-12-22,185.0
2022-12-23,163.0
2022-12-24,201.0
2022-12-25,227.0
2022-12-26,196.0
2022-12-27,157.0
2022-12-28,188.0
2022-12-29,268.0
2022-12-30,243.0
2022-12-31,226.0
2023-01-01,265.0
2023-01-02,173.0
2023-01-03,134.0
2023-01-04,175.0
2023-01-05,188.0
2023-01-06,228.0
2023-01-07,214.0
2023-01-08,163.0
2023-01-09,170.0
2023-01-10,121.0
2023-01-11,171.0
2023-01-12,197.0
2023-01-13,174.0
2023-01-14,179.0
2023-01-15,104.0
2023-01-16,114.0
2023-01-17,79.0
2023-01-18,138.0
2023-01-19,134.0
2023-01-20,145.0
2023-01-21,131.0
2023-01-22,140.0
2023-01-23,94.0
2023-01-24,89.0
2023-01-25,102.0
2023-01-26,132.0
2023-01-27,99.0
2023-01-28,93.0
2023-01-29,109.0
2023-01-30,80.0
2023-01-31,65.0
2023-02-01,111.0
2023-02-02,128.0
2023-02-03,99.0
2023-02-04,128.0
2023-02-05,113.0
2023-02-06,91.0
2023-02-07,89.0
2023-02-08,96.0
2023-02-09,109.0
2023-02-10,114.0
2023-02-11,132.0
2023-02-12,124.0
2023-02-13,79.0
2023-02-14,77.0
2023-02-15,102.0
2023-02-16,126.0
2023-02-17,156.0
2023-02-18,117.0
2023-02-19,142.0
2023-02-20,120.0
2023-02-21,95.0
2023-02-22,125.0
2023-02-23,193.0
2023-02-24,169.0
2023-02-25,180.0
2023-02-26,218.0
2023-02-27,185.0
2023-02-28,169.0
2023-03-01,240.0
2023-03-02,268.0
2023-03-03,283.0
2023-03-04,334.0
2023-03-05,324.0
2023-03-06,281.0
2023-03-07,266.0
2023-03-08,326.0
2023-03-09,379.0
2023-03-10,440.0
2023-03-11,456.0
2023-03-12,524.0
2023-03-13,444.0
2023-03-14,402.0
2023-03-15,618.0
2023-03-16,754.0
2023-03-17,796.0
2023-03-18,843.0
2023-03-19,1071.0
2023-03-20,918.0
2023-03-21,646.0
2023-03-22,1134.0
2023-03-23,1300.0
2023-03-24,1249.0
2023-03-25,1590.0
2023-03-26,1890.0
2023-03-27,1805.0
2023-03-28,1573.0
2023-03-29,2151.0
2023-03-30,3016.0
2023-03-31,3094.0
2023-04-01,2995.0
2023-04-02,3824.0
2023-04-03,3641.0
